Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-agql,randomiser-a5sl,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: env_image,Spreadsheet: image_set,Spreadsheet: noisiness,Spreadsheet: oddity,Spreadsheet: quadrant,Spreadsheet: blockType,Store: ToFind
41,1784019617682,14/07/2026 09:00:17,1784019617682,1,14/07/2026 10:00:17,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,13,trial,image rating,aixaxv,1,response,1 - Completely Expected,,3431.5,6064,6081,3431.5,6064,6081,1,2649.5,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-03-normal-low-n.png,03,0 - Low,0 - None,1,trial,
42,1784019617682,14/07/2026 09:00:17,1784019617682,1,14/07/2026 10:00:17,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,13,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,3948.2000000000116,6064,6081,3948.2000000000116,6064,6081,1,2132.7999999999884,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-03-normal-low-n.png,03,0 - Low,0 - None,1,trial,
43,1784019617794,14/07/2026 09:00:17,1784019617794,1,14/07/2026 10:00:17,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,14,trial,image rating,aixaxv,1,continue,,,136.10000002384186,132.79999999998836,136.10000002384186,136.10000002384186,132.79999999998836,136.10000002384186,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-01-normal-noise.png,01,1 - High,0 - None,2,trial,
44,1784019626204,14/07/2026 09:00:26,1784019626204,1,14/07/2026 10:00:26,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,14,trial,image rating,aixaxv,1,continue,,,8545.800000071526,8529.799999999988,8545.800000071526,8545.800000071526,8529.799999999988,8545.800000071526,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-01-normal-noise.png,01,1 - High,0 - None,2,trial,
45,1784019626205,14/07/2026 09:00:26,1784019626205,1,14/07/2026 10:00:26,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,14,trial,image rating,aixaxv,1,response,1 - Completely Expected,,5714.200000000012,8529.799999999988,8546.49999999997,5714.200000000012,8529.799999999988,8546.49999999997,1,2832.2999999999593,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-01-normal-noise.png,01,1 - High,0 - None,2,trial,
46,1784019626205,14/07/2026 09:00:26,1784019626205,1,14/07/2026 10:00:26,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,14,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,7746.399999999994,8529.799999999988,8546.49999999997,7746.399999999994,8529.799999999988,8546.49999999997,1,800.0999999999767,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-01-normal-noise.png,01,1 - High,0 - None,2,trial,
47,1784019626323,14/07/2026 09:00:26,1784019626323,1,14/07/2026 10:00:26,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,15,trial,image rating,aixaxv,1,continue,,,135.50000007153722,132.70000000001164,135.50000007153722,135.50000007153722,132.70000000001164,135.50000007153722,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-15-normal-noise.png,15,1 - High,0 - None,2,trial,
48,1784019630235,14/07/2026 09:00:30,1784019630235,1,14/07/2026 10:00:30,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,15,trial,image rating,aixaxv,1,continue,,,4047.2000000000116,4031.7000000000116,4047.2000000000116,4047.2000000000116,4031.7000000000116,4047.2000000000116,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-15-normal-noise.png,15,1 - High,0 - None,2,trial,
49,1784019630242,14/07/2026 09:00:30,1784019630242,1,14/07/2026 10:00:30,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,15,trial,image rating,aixaxv,1,response,1 - Completely Expected,,1932.6000000000058,4031.7000000000116,4048.5,1932.6000000000058,4031.7000000000116,4048.5,1,2115.899999999994,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-15-normal-noise.png,15,1 - High,0 - None,2,trial,
50,1784019630243,14/07/2026 09:00:30,1784019630243,1,14/07/2026 10:00:30,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,15,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,2982,4031.7000000000116,4048.5,2982,4031.7000000000116,4048.5,1,1066.5,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-15-normal-noise.png,15,1 - High,0 - None,2,trial,
51,1784019635250,14/07/2026 09:00:35,1784019635250,1,14/07/2026 10:00:35,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,16,trial,image rating,aixaxv,1,continue,,,5030.700000000012,5014,5030.700000000012,5030.700000000012,5014,5030.700000000012,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-13-normal-low-n.png,13,0 - Low,0 - None,1,trial,
52,1784019635251,14/07/2026 09:00:35,1784019635251,1,14/07/2026 10:00:35,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,16,trial,image rating,aixaxv,1,response,1 - Completely Expected,,1848.7000000000116,5014,5030.700000000012,1848.7000000000116,5014,5030.700000000012,1,3182,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-13-normal-low-n.png,13,0 - Low,0 - None,1,trial,
53,1784019635251,14/07/2026 09:00:35,1784019635251,1,14/07/2026 10:00:35,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,16,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,2348.5,5014,5030.700000000012,2348.5,5014,5030.700000000012,1,2682.2000000000116,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-13-normal-low-n.png,13,0 - Low,0 - None,1,trial,
54,1784019641092,14/07/2026 09:00:41,1784019641092,1,14/07/2026 10:00:41,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,17,trial,image rating,aixaxv,1,continue,,,5858.600000023842,5848,5858.600000023842,5858.600000023842,5848,5858.600000023842,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-07-oddity-noise.png,07,1 - High,1 - Present,4,trial,
55,1784019641098,14/07/2026 09:00:41,1784019641098,1,14/07/2026 10:00:41,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,17,trial,image rating,aixaxv,1,response,4 - Somewhat Unexpected,,3532.399999999994,5848,5864.700000000012,3532.399999999994,5848,5864.700000000012,1,2332.3000000000175,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-07-oddity-noise.png,07,1 - High,1 - Present,4,trial,
56,1784019641098,14/07/2026 09:00:41,1784019641098,1,14/07/2026 10:00:41,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,17,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,4865,5848,5864.700000000012,4865,5848,5864.700000000012,1,999.7000000000116,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-07-oddity-noise.png,07,1 - High,1 - Present,4,trial,
57,1784019646514,14/07/2026 09:00:46,1784019646514,1,14/07/2026 10:00:46,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,18,trial,image rating,aixaxv,1,continue,,,5433.100000023842,5430.5,5433.100000023842,5433.100000023842,5430.5,5433.100000023842,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-04-normal-noise.png,04,1 - High,0 - None,2,trial,
58,1784019646515,14/07/2026 09:00:46,1784019646515,1,14/07/2026 10:00:46,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,18,trial,image rating,aixaxv,1,response,1 - Completely Expected,,4148.200000000012,5430.5,5433.600000023842,4148.200000000012,5430.5,5433.600000023842,1,1285.4000000238302,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-04-normal-noise.png,04,1 - High,0 - None,2,trial,
59,1784019646515,14/07/2026 09:00:46,1784019646515,1,14/07/2026 10:00:46,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,18,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,4714.700000000012,5430.5,5433.700000047684,4714.700000000012,5430.5,5433.700000047684,1,719.0000000476721,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-04-normal-noise.png,04,1 - High,0 - None,2,trial,
60,1784019652220,14/07/2026 09:00:52,1784019652220,1,14/07/2026 10:00:52,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,19,trial,image rating,aixaxv,1,continue,,,5708.300000071526,5697.799999999988,5708.300000071526,5708.300000071526,5697.799999999988,5708.300000071526,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-10-normal-low-n.png,10,0 - Low,0 - None,1,trial,
61,1784019652226,14/07/2026 09:00:52,1784019652226,1,14/07/2026 10:00:52,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,19,trial,image rating,aixaxv,1,response,1 - Completely Expected,,4132.200000000012,5697.799999999988,5713.899999976158,4132.200000000012,5697.799999999988,5713.899999976158,1,1581.6999999761465,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-10-normal-low-n.png,10,0 - Low,0 - None,1,trial,
62,1784019652227,14/07/2026 09:00:52,1784019652227,1,14/07/2026 10:00:52,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,19,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,4698.100000000006,5697.799999999988,5714.1999999999825,4698.100000000006,5697.799999999988,5714.1999999999825,1,1016.0999999999767,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-10-normal-low-n.png,10,0 - Low,0 - None,1,trial,
63,1784019663620,14/07/2026 09:01:03,1784019663620,1,14/07/2026 10:01:03,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,20,trial,image rating,aixaxv,1,continue,,,11410.700000000012,11395.100000000006,11410.700000000012,11410.700000000012,11395.100000000006,11410.700000000012,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-04-oddity-low-n.png,04,0 - Low,1 - Present,3,trial,
64,1784019663624,14/07/2026 09:01:03,1784019663624,1,14/07/2026 10:01:03,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,20,trial,image rating,aixaxv,1,response,4 - Somewhat Unexpected,,8929.800000000017,11395.100000000006,11411.799999999988,8929.800000000017,11395.100000000006,11411.799999999988,1,2481.999999999971,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-04-oddity-low-n.png,04,0 - Low,1 - Present,3,trial,
65,1784019663625,14/07/2026 09:01:03,1784019663625,1,14/07/2026 10:01:03,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,20,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,10562.200000000012,11395.100000000006,11411.799999999988,10562.200000000012,11395.100000000006,11411.799999999988,1,849.5999999999767,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-04-oddity-low-n.png,04,0 - Low,1 - Present,3,trial,
66,1784019674485,14/07/2026 09:01:14,1784019674485,1,14/07/2026 10:01:14,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,21,trial,image rating,aixaxv,1,continue,,,10878.199999999983,10862,10878.199999999983,10878.199999999983,10862,10878.199999999983,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-03-oddity-noise.png,03,1 - High,1 - Present,4,trial,
67,1784019674489,14/07/2026 09:01:14,1784019674489,1,14/07/2026 10:01:14,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,21,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,2865.899999999994,10862,10878.199999999983,2865.899999999994,10862,10878.199999999983,1,8012.299999999988,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-03-oddity-noise.png,03,1 - High,1 - Present,4,trial,
68,1784019674489,14/07/2026 09:01:14,1784019674489,1,14/07/2026 10:01:14,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,21,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,9646,10862,10878.199999999983,9646,10862,10878.199999999983,1,1232.1999999999825,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-03-oddity-noise.png,03,1 - High,1 - Present,4,trial,
69,1784019678772,14/07/2026 09:01:18,1784019678772,1,14/07/2026 10:01:18,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,22,trial,image rating,aixaxv,1,continue,,,4304.900000071531,4298.399999999994,4304.900000071531,4304.900000071531,4298.399999999994,4304.900000071531,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-12-oddity-noise.png,12,1 - High,1 - Present,4,trial,
70,1784019678772,14/07/2026 09:01:18,1784019678772,1,14/07/2026 10:01:18,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,22,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,2116.100000000006,4298.399999999994,4305.400000071531,2116.100000000006,4298.399999999994,4305.400000071531,1,2189.3000000715256,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-12-oddity-noise.png,12,1 - High,1 - Present,4,trial,
71,1784019678772,14/07/2026 09:01:18,1784019678772,1,14/07/2026 10:01:18,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,22,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,3232.7000000000116,4298.399999999994,4305.499999976164,3232.7000000000116,4298.399999999994,4305.499999976164,1,1072.7999999761523,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-12-oddity-noise.png,12,1 - High,1 - Present,4,trial,
72,1784019682309,14/07/2026 09:01:22,1784019682309,1,14/07/2026 10:01:22,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,23,trial,image rating,aixaxv,1,continue,,,3543.59999997617,3532.100000000006,3543.59999997617,3543.59999997617,3532.100000000006,3543.59999997617,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-16-oddity-low-n.png,16,0 - Low,1 - Present,3,trial,
73,1784019682309,14/07/2026 09:01:22,1784019682309,1,14/07/2026 10:01:22,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,23,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,2099.4000000000233,3532.100000000006,3544.2000000000116,2099.4000000000233,3532.100000000006,3544.2000000000116,1,1444.7999999999884,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-16-oddity-low-n.png,16,0 - Low,1 - Present,3,trial,
74,1784019682309,14/07/2026 09:01:22,1784019682309,1,14/07/2026 10:01:22,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,23,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,2849.2000000000116,3532.100000000006,3544.500000071537,2849.2000000000116,3532.100000000006,3544.500000071537,1,695.3000000715256,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-16-oddity-low-n.png,16,0 - Low,1 - Present,3,trial,
75,1784019689861,14/07/2026 09:01:29,1784019689861,1,14/07/2026 10:01:29,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,24,trial,image rating,aixaxv,1,continue,,,7562.899999999994,7546.399999999994,7562.899999999994,7562.899999999994,7546.399999999994,7562.899999999994,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-01-oddity-noise.png,01,1 - High,1 - Present,4,trial,
76,1784019689868,14/07/2026 09:01:29,1784019689868,1,14/07/2026 10:01:29,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,24,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,2648.8000000000175,7546.399999999994,7562.899999999994,2648.8000000000175,7546.399999999994,7562.899999999994,1,4914.099999999977,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-01-oddity-noise.png,01,1 - High,1 - Present,4,trial,
77,1784019689869,14/07/2026 09:01:29,1784019689869,1,14/07/2026 10:01:29,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,24,trial,image rating,aixaxv,1,response,"3 - Yes, but would not be feel nice",,6197.5,7546.399999999994,7562.899999999994,6197.5,7546.399999999994,7562.899999999994,1,1365.3999999999942,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-01-oddity-noise.png,01,1 - High,1 - Present,4,trial,
78,1784019694789,14/07/2026 09:01:34,1784019694789,1,14/07/2026 10:01:34,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,25,trial,image rating,aixaxv,1,continue,,,4945.700000000012,4931.700000000012,4945.700000000012,4945.700000000012,4931.700000000012,4945.700000000012,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-10-oddity-low-n.png,10,0 - Low,1 - Present,3,trial,
79,1784019694790,14/07/2026 09:01:34,1784019694790,1,14/07/2026 10:01:34,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,25,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,1866.4000000000233,4931.700000000012,4946.09999997617,1866.4000000000233,4931.700000000012,4946.09999997617,1,3079.6999999761465,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-10-oddity-low-n.png,10,0 - Low,1 - Present,3,trial,
80,1784019694790,14/07/2026 09:01:34,1784019694790,1,14/07/2026 10:01:34,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,25,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,3165.5,4931.700000000012,4946.400000047695,3165.5,4931.700000000012,4946.400000047695,1,1780.9000000476954,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-10-oddity-low-n.png,10,0 - Low,1 - Present,3,trial,
81,1784019698285,14/07/2026 09:01:38,1784019698285,1,14/07/2026 10:01:38,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,26,trial,image rating,aixaxv,1,continue,,,3509.8000000715256,3498.600000000006,3509.8000000715256,3509.8000000715256,3498.600000000006,3509.8000000715256,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-11-normal-low-n.png,11,0 - Low,0 - None,1,trial,
82,1784019698286,14/07/2026 09:01:38,1784019698286,1,14/07/2026 10:01:38,274266,20,task-8m3r,,57186617,BLINDED,16347762,,complete,,6a55f32fcd01f776cafafa8c,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1536x730,,,0,Visual Oddity (Silvino),17,ABECD,Contingent,trial_structure,trial_structure,26,trial,image rating,aixaxv,1,response,1 - Completely Expected,,2082.100000000006,3498.600000000006,3510.5,2082.100000000006,3498.600000000006,3510.5,1,1428.3999999999942,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-11-normal-low-n.png,11,0 - Low,0 - None,1,trial,
